order_identifier,order_event_number,order_placement_date,parent_order_id,parent_order_placement_date,root_order_identifier,root_order_placement_date,order_allocation_relationship_code,allocated_order_id,allocated_order_placement_date,order_event_type_cd,order_event_date,order_event_time,firm_identifier,originator_identifier,originator_system,originating_organization_identifier,submission_channel,automated_channel,solicited_indicator,order_management_date,order_management_time,source_market_participant_identifier,receiving_desk_identifier,order_received_date,order_received_time,buyer_or_seller_identifier,buyer_or_seller_account_identifier,buyer_or_seller_type,buyer_or_seller_organization_identifier,buy_or_sell_code,seller_position_code,customer_accounting_rule,customer_position,security_identifier,security_short_name,isin_identifier,product_category,product_type,product_subtype,structured_deal,order_type_code,limit_price_issuing,limit_price_base,stop_price_issuing,stop_price_base,unit_quantity,time_in_force,expiration_date,expiration_time,held_indicator,do_not_display,order_handling_code1,order_handling_code2,order_handling_code3,order_handling_code4,order_handling_code5,dnr_dni_instructions,trade_along_side_consent_code,trade_along_side_ratio_code,detailed_instructions,ipo_indicator,new_issue_indicator,issuer_repurchase,program_trading,arbitrage_indicator,destination_market,routed_unit_quantity,bunched_order,canceling_party_role,cancellation_reason,replaced_order_identifier,replaced_order_placement_date,business_domain,jurisdiction,source_system
2192,2,2019-03-15,2413.0,2019-03-15,,,B,2222.0,2019-03-15,RT,2019-03-15,10:13:59-04:00:00,,,Z-OMS,,,,U,2019-03-15,10:15:16-04:00:00,,PROP01,2019-03-15,10:13:55-04:00:00,S:CarlMcGuire,C:55255544,CI,,1,,,,MSFT.OQ,MSFT,US5949181045 ,EQT,Common Stock,,,2,104.33,104.33,,,3000,GTD,2019-03-29,11:15:00-04:00:00,N,,,,,,,,,,,,,,,,NASD,3000.0,,,,,,,Institutional Client,Z-OMS
1193,1,2019-03-15,1303.0,2019-03-15,,,B,1111.0,2019-03-15,NW,2019-03-15,10:12:23-04:00:00,,,Z-OMS,,,,U,2019-03-15,10:15:16-04:00:00,,PROP01,2019-03-15,10:13:55-04:00:00,S:KarenScott,C:009877665,CI,,1,,,,C.N,C,US1729674242,EQT,Common Stock,,,1,,,,,200,DAY,,,N,,FOK,,,,,,,,,,,,,,,,,,,,,,Institutional Client,Z-OMS
1303,1,2019-03-15,,,,,S,,,NW,2019-03-15,10:11:33-04:00:00,,,D-OMS,,,,U,2019-03-15,10:14:19-04:00:00,,PROP01,2019-03-15,10:12:59-04:00:00,S:KarenScott,C:009877665,CI,,1,,,,C.N,C,US1729674242,EQT,Common Stock,,,1,,,,,500,DAY,,,N,,FOK,,,,,,,,,,,,,,,,,,,,,,Institutional Client,Z-OMS
2193,1,2019-03-15,2414.0,2019-03-15,,,B,2222.0,2019-03-15,NW,2019-03-15,10:12:23-04:00:00,,,Z-OMS,,,,U,2019-03-15,10:15:16-04:00:00,,PROP01,2019-03-15,10:13:55-04:00:00,S:CarlMcGuire,C:55255544,CI,,1,,,,MSFT.OQ,MSFT,US5949181045 ,EQT,Common Stock,,,2,104.33,104.33,,,3000,GTD,2019-03-29,11:15:00-04:00:00,N,,,,,,,,,,,,,,,,,,,,,,,,Institutional Client,Z-OMS
2193,2,2019-03-15,2414.0,2019-03-15,,,B,2222.0,2019-03-15,RT,2019-03-15,10:13:59-04:00:00,,,Z-OMS,,,,U,2019-03-15,10:15:16-04:00:00,,PROP01,2019-03-15,10:13:55-04:00:00,S:CarlMcGuire,C:55255544,CI,,1,,,,MSFT.OQ,MSFT,US5949181045 ,EQT,Common Stock,,,2,104.33,104.33,,,3000,GTD,2019-03-29,11:15:00-04:00:00,N,,,,,,,,,,,,,,,,NASD,3000.0,,,,,,,Institutional Client,Z-OMS
1194,1,2019-03-15,1304.0,2019-03-15,,,B,1111.0,2019-03-15,NW,2019-03-15,10:12:23-04:00:00,,,Z-OMS,,,,U,2019-03-15,10:15:16-04:00:00,,PROP01,2019-03-15,10:13:55-04:00:00,S:KarenScott,C:009877665,CI,,1,,,,C.N,C,US1729674242,EQT,Common Stock,,,1,,,,,200,DAY,,,N,,FOK,,,,,,,,,,,,,,,,,,,,,,Institutional Client,Z-OMS
1304,1,2019-03-15,,,,,S,,,NW,2019-03-15,10:11:33-04:00:00,,,D-OMS,,,,U,2019-03-15,10:14:19-04:00:00,,PROP01,2019-03-15,10:12:59-04:00:00,S:KarenScott,C:009877665,CI,,1,,,,C.N,C,US1729674242,EQT,Common Stock,,,1,,,,,500,DAY,,,N,,FOK,,,,,,,,,,,,,,,,,,,,,,Institutional Client,Z-OMS
2194,1,2019-03-15,2415.0,2019-03-15,,,B,2222.0,2019-03-15,NW,2019-03-15,10:12:23-04:00:00,,,Z-OMS,,,,U,2019-03-15,10:15:16-04:00:00,,PROP01,2019-03-15,10:13:55-04:00:00,S:CarlMcGuire,C:55255544,CI,,1,,,,MSFT.OQ,MSFT,US5949181045 ,EQT,Common Stock,,,2,104.33,104.33,,,3000,GTD,2019-03-29,11:15:00-04:00:00,N,,,,,,,,,,,,,,,,,,,,,,,,Institutional Client,Z-OMS
2194,2,2019-03-15,2415.0,2019-03-15,,,B,2222.0,2019-03-15,RT,2019-03-15,10:13:59-04:00:00,,,Z-OMS,,,,U,2019-03-15,10:15:16-04:00:00,,PROP01,2019-03-15,10:13:55-04:00:00,S:CarlMcGuire,C:55255544,CI,,1,,,,MSFT.OQ,MSFT,US5949181045 ,EQT,Common Stock,,,2,104.33,104.33,,,3000,GTD,2019-03-29,11:15:00-04:00:00,N,,,,,,,,,,,,,,,,NASD,3000.0,,,,,,,Institutional Client,Z-OMS
1195,1,2019-03-15,1305.0,2019-03-15,,,B,1111.0,2019-03-15,NW,2019-03-15,10:12:23-04:00:00,,,Z-OMS,,,,U,2019-03-15,10:15:16-04:00:00,,PROP01,2019-03-15,10:13:55-04:00:00,S:KarenScott,C:009877665,CI,,1,,,,C.N,C,US1729674242,EQT,Common Stock,,,1,,,,,200,DAY,,,N,,FOK,,,,,,,,,,,,,,,,,,,,,,Institutional Client,Z-OMS
1305,1,2019-03-15,,,,,S,,,NW,2019-03-15,10:11:33-04:00:00,,,D-OMS,,,,U,2019-03-15,10:14:19-04:00:00,,PROP01,2019-03-15,10:12:59-04:00:00,S:KarenScott,C:009877665,CI,,1,,,,C.N,C,US1729674242,EQT,Common Stock,,,1,,,,,500,DAY,,,N,,FOK,,,,,,,,,,,,,,,,,,,,,,Institutional Client,Z-OMS
2195,1,2019-03-15,2416.0,2019-03-15,,,B,2222.0,2019-03-15,NW,2019-03-15,10:12:23-04:00:00,,,Z-OMS,,,,U,2019-03-15,10:15:16-04:00:00,,PROP01,2019-03-15,10:13:55-04:00:00,S:CarlMcGuire,C:55255544,CI,,1,,,,MSFT.OQ,MSFT,US5949181045 ,EQT,Common Stock,,,2,104.33,104.33,,,3000,GTD,2019-03-29,11:15:00-04:00:00,N,,,,,,,,,,,,,,,,,,,,,,,,Institutional Client,Z-OMS
2195,2,2019-03-15,2416.0,2019-03-15,,,B,2222.0,2019-03-15,RT,2019-03-15,10:13:59-04:00:00,,,Z-OMS,,,,U,2019-03-15,10:15:16-04:00:00,,PROP01,2019-03-15,10:13:55-04:00:00,S:CarlMcGuire,C:55255544,CI,,1,,,,MSFT.OQ,MSFT,US5949181045 ,EQT,Common Stock,,,2,104.33,104.33,,,3000,GTD,2019-03-29,11:15:00-04:00:00,N,,,,,,,,,,,,,,,,NASD,3000.0,,,,,,,Institutional Client,Z-OMS
1196,1,2019-03-15,1306.0,2019-03-15,,,B,1111.0,2019-03-15,NW,2019-03-15,10:12:23-04:00:00,,,Z-OMS,,,,U,2019-03-15,10:15:16-04:00:00,,PROP01,2019-03-15,10:13:55-04:00:00,S:KarenScott,C:009877665,CI,,1,,,,C.N,C,US1729674242,EQT,Common Stock,,,1,,,,,200,DAY,,,N,,FOK,,,,,,,,,,,,,,,,,,,,,,Institutional Client,Z-OMS
1306,1,2019-03-15,,,,,S,,,NW,2019-03-15,10:11:33-04:00:00,,,D-OMS,,,,U,2019-03-15,10:14:19-04:00:00,,PROP01,2019-03-15,10:12:59-04:00:00,S:KarenScott,C:009877665,CI,,1,,,,C.N,C,US1729674242,EQT,Common Stock,,,1,,,,,500,DAY,,,N,,FOK,,,,,,,,,,,,,,,,,,,,,,Institutional Client,Z-OMS
2196,1,2019-03-15,2417.0,2019-03-15,,,B,2222.0,2019-03-15,NW,2019-03-15,10:12:23-04:00:00,,,Z-OMS,,,,U,2019-03-15,10:15:16-04:00:00,,PROP01,2019-03-15,10:13:55-04:00:00,S:CarlMcGuire,C:55255544,CI,,1,,,,MSFT.OQ,MSFT,US5949181045 ,EQT,Common Stock,,,2,104.33,104.33,,,3000,GTD,2019-03-29,11:15:00-04:00:00,N,,,,,,,,,,,,,,,,,,,,,,,,Institutional Client,Z-OMS
2196,2,2019-03-15,2417.0,2019-03-15,,,B,2222.0,2019-03-15,RT,2019-03-15,10:13:59-04:00:00,,,Z-OMS,,,,U,2019-03-15,10:15:16-04:00:00,,PROP01,2019-03-15,10:13:55-04:00:00,S:CarlMcGuire,C:55255544,CI,,1,,,,MSFT.OQ,MSFT,US5949181045 ,EQT,Common Stock,,,2,104.33,104.33,,,3000,GTD,2019-03-29,11:15:00-04:00:00,N,,,,,,,,,,,,,,,,NASD,3000.0,,,,,,,Institutional Client,Z-OMS
1197,1,2019-03-15,1307.0,2019-03-15,,,B,1111.0,2019-03-15,NW,2019-03-15,10:12:23-04:00:00,,,Z-OMS,,,,U,2019-03-15,10:15:16-04:00:00,,PROP01,2019-03-15,10:13:55-04:00:00,S:KarenScott,C:009877665,CI,,1,,,,C.N,C,US1729674242,EQT,Common Stock,,,1,,,,,200,DAY,,,N,,FOK,,,,,,,,,,,,,,,,,,,,,,Institutional Client,Z-OMS
1307,1,2019-03-15,,,,,S,,,NW,2019-03-15,10:11:33-04:00:00,,,D-OMS,,,,U,2019-03-15,10:14:19-04:00:00,,PROP01,2019-03-15,10:12:59-04:00:00,S:KarenScott,C:009877665,CI,,1,,,,C.N,C,US1729674242,EQT,Common Stock,,,1,,,,,500,DAY,,,N,,FOK,,,,,,,,,,,,,,,,,,,,,,Institutional Client,Z-OMS
2197,1,2019-03-15,2418.0,2019-03-15,,,B,2222.0,2019-03-15,NW,2019-03-15,10:12:23-04:00:00,,,Z-OMS,,,,U,2019-03-15,10:15:16-04:00:00,,PROP01,2019-03-15,10:13:55-04:00:00,S:CarlMcGuire,C:55255544,CI,,1,,,,MSFT.OQ,MSFT,US5949181045 ,EQT,Common Stock,,,2,104.33,104.33,,,3000,GTD,2019-03-29,11:15:00-04:00:00,N,,,,,,,,,,,,,,,,,,,,,,,,Institutional Client,Z-OMS
2197,2,2019-03-15,2418.0,2019-03-15,,,B,2222.0,2019-03-15,RT,2019-03-15,10:13:59-04:00:00,,,Z-OMS,,,,U,2019-03-15,10:15:16-04:00:00,,PROP01,2019-03-15,10:13:55-04:00:00,S:CarlMcGuire,C:55255544,CI,,1,,,,MSFT.OQ,MSFT,US5949181045 ,EQT,Common Stock,,,2,104.33,104.33,,,3000,GTD,2019-03-29,11:15:00-04:00:00,N,,,,,,,,,,,,,,,,NASD,3000.0,,,,,,,Institutional Client,Z-OMS
1198,1,2019-03-15,1308.0,2019-03-15,,,B,1111.0,2019-03-15,NW,2019-03-15,10:12:23-04:00:00,,,Z-OMS,,,,U,2019-03-15,10:15:16-04:00:00,,PROP01,2019-03-15,10:13:55-04:00:00,S:KarenScott,C:009877665,CI,,1,,,,C.N,C,US1729674242,EQT,Common Stock,,,1,,,,,200,DAY,,,N,,FOK,,,,,,,,,,,,,,,,,,,,,,Institutional Client,Z-OMS
1308,1,2019-03-15,,,,,S,,,NW,2019-03-15,10:11:33-04:00:00,,,D-OMS,,,,U,2019-03-15,10:14:19-04:00:00,,PROP01,2019-03-15,10:12:59-04:00:00,S:KarenScott,C:009877665,CI,,1,,,,C.N,C,US1729674242,EQT,Common Stock,,,1,,,,,500,DAY,,,N,,FOK,,,,,,,,,,,,,,,,,,,,,,Institutional Client,Z-OMS
2198,1,2019-03-15,2419.0,2019-03-15,,,B,2222.0,2019-03-15,NW,2019-03-15,10:12:23-04:00:00,,,Z-OMS,,,,U,2019-03-15,10:15:16-04:00:00,,PROP01,2019-03-15,10:13:55-04:00:00,S:CarlMcGuire,C:55255544,CI,,1,,,,MSFT.OQ,MSFT,US5949181045 ,EQT,Common Stock,,,2,104.33,104.33,,,3000,GTD,2019-03-29,11:15:00-04:00:00,N,,,,,,,,,,,,,,,,,,,,,,,,Institutional Client,Z-OMS
2198,2,2019-03-15,2419.0,2019-03-15,,,B,2222.0,2019-03-15,RT,2019-03-15,10:13:59-04:00:00,,,Z-OMS,,,,U,2019-03-15,10:15:16-04:00:00,,PROP01,2019-03-15,10:13:55-04:00:00,S:CarlMcGuire,C:55255544,CI,,1,,,,MSFT.OQ,MSFT,US5949181045 ,EQT,Common Stock,,,2,104.33,104.33,,,3000,GTD,2019-03-29,11:15:00-04:00:00,N,,,,,,,,,,,,,,,,NASD,3000.0,,,,,,,Institutional Client,Z-OMS
1199,1,2019-03-15,1309.0,2019-03-15,,,B,1111.0,2019-03-15,NW,2019-03-15,10:12:23-04:00:00,,,Z-OMS,,,,U,2019-03-15,10:15:16-04:00:00,,PROP01,2019-03-15,10:13:55-04:00:00,S:KarenScott,C:009877665,CI,,1,,,,C.N,C,US1729674242,EQT,Common Stock,,,1,,,,,200,DAY,,,N,,FOK,,,,,,,,,,,,,,,,,,,,,,Institutional Client,Z-OMS
1309,1,2019-03-15,,,,,S,,,NW,2019-03-15,10:11:33-04:00:00,,,D-OMS,,,,U,2019-03-15,10:14:19-04:00:00,,PROP01,2019-03-15,10:12:59-04:00:00,S:KarenScott,C:009877665,CI,,1,,,,C.N,C,US1729674242,EQT,Common Stock,,,1,,,,,500,DAY,,,N,,FOK,,,,,,,,,,,,,,,,,,,,,,Institutional Client,Z-OMS
2199,1,2019-03-15,2420.0,2019-03-15,,,B,2222.0,2019-03-15,NW,2019-03-15,10:12:23-04:00:00,,,Z-OMS,,,,U,2019-03-15,10:15:16-04:00:00,,PROP01,2019-03-15,10:13:55-04:00:00,S:CarlMcGuire,C:55255544,CI,,1,,,,MSFT.OQ,MSFT,US5949181045 ,EQT,Common Stock,,,2,104.33,104.33,,,3000,GTD,2019-03-29,11:15:00-04:00:00,N,,,,,,,,,,,,,,,,,,,,,,,,Institutional Client,Z-OMS
2199,2,2019-03-15,2420.0,2019-03-15,,,B,2222.0,2019-03-15,RT,2019-03-15,10:13:59-04:00:00,,,Z-OMS,,,,U,2019-03-15,10:15:16-04:00:00,,PROP01,2019-03-15,10:13:55-04:00:00,S:CarlMcGuire,C:55255544,CI,,1,,,,MSFT.OQ,MSFT,US5949181045 ,EQT,Common Stock,,,2,104.33,104.33,,,3000,GTD,2019-03-29,11:15:00-04:00:00,N,,,,,,,,,,,,,,,,NASD,3000.0,,,,,,,Institutional Client,Z-OMS
1200,1,2019-03-15,1310.0,2019-03-15,,,B,1111.0,2019-03-15,NW,2019-03-15,10:12:23-04:00:00,,,Z-OMS,,,,U,2019-03-15,10:15:16-04:00:00,,PROP01,2019-03-15,10:13:55-04:00:00,S:KarenScott,C:009877665,CI,,1,,,,C.N,C,US1729674242,EQT,Common Stock,,,1,,,,,200,DAY,,,N,,FOK,,,,,,,,,,,,,,,,,,,,,,Institutional Client,Z-OMS
1310,1,2019-03-15,,,,,S,,,NW,2019-03-15,10:11:33-04:00:00,,,D-OMS,,,,U,2019-03-15,10:14:19-04:00:00,,PROP01,2019-03-15,10:12:59-04:00:00,S:KarenScott,C:009877665,CI,,1,,,,C.N,C,US1729674242,EQT,Common Stock,,,1,,,,,500,DAY,,,N,,FOK,,,,,,,,,,,,,,,,,,,,,,Institutional Client,Z-OMS
2200,1,2019-03-15,2421.0,2019-03-15,,,B,2222.0,2019-03-15,NW,2019-03-15,10:12:23-04:00:00,,,Z-OMS,,,,U,2019-03-15,10:15:16-04:00:00,,PROP01,2019-03-15,10:13:55-04:00:00,S:CarlMcGuire,C:55255544,CI,,1,,,,MSFT.OQ,MSFT,US5949181045 ,EQT,Common Stock,,,2,104.33,104.33,,,3000,GTD,2019-03-29,11:15:00-04:00:00,N,,,,,,,,,,,,,,,,,,,,,,,,Institutional Client,Z-OMS
2200,2,2019-03-15,2421.0,2019-03-15,,,B,2222.0,2019-03-15,RT,2019-03-15,10:13:59-04:00:00,,,Z-OMS,,,,U,2019-03-15,10:15:16-04:00:00,,PROP01,2019-03-15,10:13:55-04:00:00,S:CarlMcGuire,C:55255544,CI,,1,,,,MSFT.OQ,MSFT,US5949181045 ,EQT,Common Stock,,,2,104.33,104.33,,,3000,GTD,2019-03-29,11:15:00-04:00:00,N,,,,,,,,,,,,,,,,NASD,3000.0,,,,,,,Institutional Client,Z-OMS
1201,1,2019-03-15,1311.0,2019-03-15,,,B,1111.0,2019-03-15,NW,2019-03-15,10:12:23-04:00:00,,,Z-OMS,,,,U,2019-03-15,10:15:16-04:00:00,,PROP01,2019-03-15,10:13:55-04:00:00,S:KarenScott,C:009877665,CI,,1,,,,C.N,C,US1729674242,EQT,Common Stock,,,1,,,,,200,DAY,,,N,,FOK,,,,,,,,,,,,,,,,,,,,,,Institutional Client,Z-OMS
1311,1,2019-03-15,,,,,S,,,NW,2019-03-15,10:11:33-04:00:00,,,D-OMS,,,,U,2019-03-15,10:14:19-04:00:00,,PROP01,2019-03-15,10:12:59-04:00:00,S:KarenScott,C:009877665,CI,,1,,,,C.N,C,US1729674242,EQT,Common Stock,,,1,,,,,500,DAY,,,N,,FOK,,,,,,,,,,,,,,,,,,,,,,Institutional Client,Z-OMS
2201,1,2019-03-15,2422.0,2019-03-15,,,B,2222.0,2019-03-15,NW,2019-03-15,10:12:23-04:00:00,,,Z-OMS,,,,U,2019-03-15,10:15:16-04:00:00,,PROP01,2019-03-15,10:13:55-04:00:00,S:CarlMcGuire,C:55255544,CI,,1,,,,MSFT.OQ,MSFT,US5949181045 ,EQT,Common Stock,,,2,104.33,104.33,,,3000,GTD,2019-03-29,11:15:00-04:00:00,N,,,,,,,,,,,,,,,,,,,,,,,,Institutional Client,Z-OMS
2201,2,2019-03-15,2422.0,2019-03-15,,,B,2222.0,2019-03-15,RT,2019-03-15,10:13:59-04:00:00,,,Z-OMS,,,,U,2019-03-15,10:15:16-04:00:00,,PROP01,2019-03-15,10:13:55-04:00:00,S:CarlMcGuire,C:55255544,CI,,1,,,,MSFT.OQ,MSFT,US5949181045 ,EQT,Common Stock,,,2,104.33,104.33,,,3000,GTD,2019-03-29,11:15:00-04:00:00,N,,,,,,,,,,,,,,,,NASD,3000.0,,,,,,,Institutional Client,Z-OMS
1202,1,2019-03-15,1312.0,2019-03-15,,,B,1111.0,2019-03-15,NW,2019-03-15,10:12:23-04:00:00,,,Z-OMS,,,,U,2019-03-15,10:15:16-04:00:00,,PROP01,2019-03-15,10:13:55-04:00:00,S:KarenScott,C:009877665,CI,,1,,,,C.N,C,US1729674242,EQT,Common Stock,,,1,,,,,200,DAY,,,N,,FOK,,,,,,,,,,,,,,,,,,,,,,Institutional Client,Z-OMS
1312,1,2019-03-15,,,,,S,,,NW,2019-03-15,10:11:33-04:00:00,,,D-OMS,,,,U,2019-03-15,10:14:19-04:00:00,,PROP01,2019-03-15,10:12:59-04:00:00,S:KarenScott,C:009877665,CI,,1,,,,C.N,C,US1729674242,EQT,Common Stock,,,1,,,,,500,DAY,,,N,,FOK,,,,,,,,,,,,,,,,,,,,,,Institutional Client,Z-OMS
2202,1,2019-03-15,2423.0,2019-03-15,,,B,2222.0,2019-03-15,NW,2019-03-15,10:12:23-04:00:00,,,Z-OMS,,,,U,2019-03-15,10:15:16-04:00:00,,PROP01,2019-03-15,10:13:55-04:00:00,S:CarlMcGuire,C:55255544,CI,,1,,,,MSFT.OQ,MSFT,US5949181045 ,EQT,Common Stock,,,2,104.33,104.33,,,3000,GTD,2019-03-29,11:15:00-04:00:00,N,,,,,,,,,,,,,,,,,,,,,,,,Institutional Client,Z-OMS
2202,2,2019-03-15,2423.0,2019-03-15,,,B,2222.0,2019-03-15,RT,2019-03-15,10:13:59-04:00:00,,,Z-OMS,,,,U,2019-03-15,10:15:16-04:00:00,,PROP01,2019-03-15,10:13:55-04:00:00,S:CarlMcGuire,C:55255544,CI,,1,,,,MSFT.OQ,MSFT,US5949181045 ,EQT,Common Stock,,,2,104.33,104.33,,,3000,GTD,2019-03-29,11:15:00-04:00:00,N,,,,,,,,,,,,,,,,NASD,3000.0,,,,,,,Institutional Client,Z-OMS
1203,1,2019-03-15,1313.0,2019-03-15,,,B,1111.0,2019-03-15,NW,2019-03-15,10:12:23-04:00:00,,,Z-OMS,,,,U,2019-03-15,10:15:16-04:00:00,,PROP01,2019-03-15,10:13:55-04:00:00,S:KarenScott,C:009877665,CI,,1,,,,C.N,C,US1729674242,EQT,Common Stock,,,1,,,,,200,DAY,,,N,,FOK,,,,,,,,,,,,,,,,,,,,,,Institutional Client,Z-OMS
1313,1,2019-03-15,,,,,S,,,NW,2019-03-15,10:11:33-04:00:00,,,D-OMS,,,,U,2019-03-15,10:14:19-04:00:00,,PROP01,2019-03-15,10:12:59-04:00:00,S:KarenScott,C:009877665,CI,,1,,,,C.N,C,US1729674242,EQT,Common Stock,,,1,,,,,500,DAY,,,N,,FOK,,,,,,,,,,,,,,,,,,,,,,Institutional Client,Z-OMS
2203,1,2019-03-15,2424.0,2019-03-15,,,B,2222.0,2019-03-15,NW,2019-03-15,10:12:23-04:00:00,,,Z-OMS,,,,U,2019-03-15,10:15:16-04:00:00,,PROP01,2019-03-15,10:13:55-04:00:00,S:CarlMcGuire,C:55255544,CI,,1,,,,MSFT.OQ,MSFT,US5949181045 ,EQT,Common Stock,,,2,104.33,104.33,,,3000,GTD,2019-03-29,11:15:00-04:00:00,N,,,,,,,,,,,,,,,,,,,,,,,,Institutional Client,Z-OMS
2203,2,2019-03-15,2424.0,2019-03-15,,,B,2222.0,2019-03-15,RT,2019-03-15,10:13:59-04:00:00,,,Z-OMS,,,,U,2019-03-15,10:15:16-04:00:00,,PROP01,2019-03-15,10:13:55-04:00:00,S:CarlMcGuire,C:55255544,CI,,1,,,,MSFT.OQ,MSFT,US5949181045 ,EQT,Common Stock,,,2,104.33,104.33,,,3000,GTD,2019-03-29,11:15:00-04:00:00,N,,,,,,,,,,,,,,,,NASD,3000.0,,,,,,,Institutional Client,Z-OMS
1204,1,2019-03-15,1314.0,2019-03-15,,,B,1111.0,2019-03-15,NW,2019-03-15,10:12:23-04:00:00,,,Z-OMS,,,,U,2019-03-15,10:15:16-04:00:00,,PROP01,2019-03-15,10:13:55-04:00:00,S:KarenScott,C:009877665,CI,,1,,,,C.N,C,US1729674242,EQT,Common Stock,,,1,,,,,200,DAY,,,N,,FOK,,,,,,,,,,,,,,,,,,,,,,Institutional Client,Z-OMS
1314,1,2019-03-15,,,,,S,,,NW,2019-03-15,10:11:33-04:00:00,,,D-OMS,,,,U,2019-03-15,10:14:19-04:00:00,,PROP01,2019-03-15,10:12:59-04:00:00,S:KarenScott,C:009877665,CI,,1,,,,C.N,C,US1729674242,EQT,Common Stock,,,1,,,,,500,DAY,,,N,,FOK,,,,,,,,,,,,,,,,,,,,,,Institutional Client,Z-OMS
2204,1,2019-03-15,2425.0,2019-03-15,,,B,2222.0,2019-03-15,NW,2019-03-15,10:12:23-04:00:00,,,Z-OMS,,,,U,2019-03-15,10:15:16-04:00:00,,PROP01,2019-03-15,10:13:55-04:00:00,S:CarlMcGuire,C:55255544,CI,,1,,,,MSFT.OQ,MSFT,US5949181045 ,EQT,Common Stock,,,2,104.33,104.33,,,3000,GTD,2019-03-29,11:15:00-04:00:00,N,,,,,,,,,,,,,,,,,,,,,,,,Institutional Client,Z-OMS
2204,2,2019-03-15,2425.0,2019-03-15,,,B,2222.0,2019-03-15,RT,2019-03-15,10:13:59-04:00:00,,,Z-OMS,,,,U,2019-03-15,10:15:16-04:00:00,,PROP01,2019-03-15,10:13:55-04:00:00,S:CarlMcGuire,C:55255544,CI,,1,,,,MSFT.OQ,MSFT,US5949181045 ,EQT,Common Stock,,,2,104.33,104.33,,,3000,GTD,2019-03-29,11:15:00-04:00:00,N,,,,,,,,,,,,,,,,NASD,3000.0,,,,,,,Institutional Client,Z-OMS
1205,1,2019-03-15,1315.0,2019-03-15,,,B,1111.0,2019-03-15,NW,2019-03-15,10:12:23-04:00:00,,,Z-OMS,,,,U,2019-03-15,10:15:16-04:00:00,,PROP01,2019-03-15,10:13:55-04:00:00,S:KarenScott,C:009877665,CI,,1,,,,C.N,C,US1729674242,EQT,Common Stock,,,1,,,,,200,DAY,,,N,,FOK,,,,,,,,,,,,,,,,,,,,,,Institutional Client,Z-OMS
1315,1,2019-03-15,,,,,S,,,NW,2019-03-15,10:11:33-04:00:00,,,D-OMS,,,,U,2019-03-15,10:14:19-04:00:00,,PROP01,2019-03-15,10:12:59-04:00:00,S:KarenScott,C:009877665,CI,,1,,,,C.N,C,US1729674242,EQT,Common Stock,,,1,,,,,500,DAY,,,N,,FOK,,,,,,,,,,,,,,,,,,,,,,Institutional Client,Z-OMS
2205,1,2019-03-15,2426.0,2019-03-15,,,B,2222.0,2019-03-15,NW,2019-03-15,10:12:23-04:00:00,,,Z-OMS,,,,U,2019-03-15,10:15:16-04:00:00,,PROP01,2019-03-15,10:13:55-04:00:00,S:CarlMcGuire,C:55255544,CI,,1,,,,MSFT.OQ,MSFT,US5949181045 ,EQT,Common Stock,,,2,104.33,104.33,,,3000,GTD,2019-03-29,11:15:00-04:00:00,N,,,,,,,,,,,,,,,,,,,,,,,,Institutional Client,Z-OMS
2205,2,2019-03-15,2426.0,2019-03-15,,,B,2222.0,2019-03-15,RT,2019-03-15,10:13:59-04:00:00,,,Z-OMS,,,,U,2019-03-15,10:15:16-04:00:00,,PROP01,2019-03-15,10:13:55-04:00:00,S:CarlMcGuire,C:55255544,CI,,1,,,,MSFT.OQ,MSFT,US5949181045 ,EQT,Common Stock,,,2,104.33,104.33,,,3000,GTD,2019-03-29,11:15:00-04:00:00,N,,,,,,,,,,,,,,,,NASD,3000.0,,,,,,,Institutional Client,Z-OMS
1206,1,2019-03-15,1316.0,2019-03-15,,,B,1111.0,2019-03-15,NW,2019-03-15,10:12:23-04:00:00,,,Z-OMS,,,,U,2019-03-15,10:15:16-04:00:00,,PROP01,2019-03-15,10:13:55-04:00:00,S:KarenScott,C:009877665,CI,,1,,,,C.N,C,US1729674242,EQT,Common Stock,,,1,,,,,200,DAY,,,N,,FOK,,,,,,,,,,,,,,,,,,,,,,Institutional Client,Z-OMS
1316,1,2019-03-15,,,,,S,,,NW,2019-03-15,10:11:33-04:00:00,,,D-OMS,,,,U,2019-03-15,10:14:19-04:00:00,,PROP01,2019-03-15,10:12:59-04:00:00,S:KarenScott,C:009877665,CI,,1,,,,C.N,C,US1729674242,EQT,Common Stock,,,1,,,,,500,DAY,,,N,,FOK,,,,,,,,,,,,,,,,,,,,,,Institutional Client,Z-OMS
2206,1,2019-03-15,2427.0,2019-03-15,,,B,2222.0,2019-03-15,NW,2019-03-15,10:12:23-04:00:00,,,Z-OMS,,,,U,2019-03-15,10:15:16-04:00:00,,PROP01,2019-03-15,10:13:55-04:00:00,S:CarlMcGuire,C:55255544,CI,,1,,,,MSFT.OQ,MSFT,US5949181045 ,EQT,Common Stock,,,2,104.33,104.33,,,3000,GTD,2019-03-29,11:15:00-04:00:00,N,,,,,,,,,,,,,,,,,,,,,,,,Institutional Client,Z-OMS
